mesh,node1,node2,type,length,lane,restriction,dir,traveltime
523667,4700386,4725492,9,82,0,0,1,35.863
523667,4700386,4725655,9,95,0,0,0,34.93
523667,4700386,4725655,9,95,0,0,1,47.592
523667,4700388,4700391,9,36,0,0,0,7.219
523667,4700388,4700391,9,36,0,0,1,6.889
523667,4700388,4700649,9,121,0,0,0,33.664
523667,4700388,4700649,9,121,0,0,1,26.938
523667,4700391,4700661,9,121,0,0,0,26.65
523667,4700391,4700661,9,121,0,0,1,23.068
523667,4700401,4721350,5,17,0,0,0,6.879
523667,4700401,4721350,5,17,0,0,1,4.354
523667,4700401,4725414,5,158,6,5,1,32.648
523667,4700405,4700567,9,41,0,0,0,5.982
523667,4700405,4700567,9,41,0,0,1,8.545
523667,4700405,4721350,9,104,0,0,0,23.622
523667,4700405,4721350,9,104,0,0,1,15.741
523667,4700406,4700528,9,157,0,0,0,31.271
523667,4700406,4700528,9,157,0,0,1,42.748
523667,4700406,4700646,9,106,0,0,0,34.586
523667,4700406,4700646,9,106,0,0,1,24
523667,4700409,4700551,9,96,0,0,0,17.11
523667,4700409,4700551,9,96,0,0,1,14.54
523667,4700513,4700516,9,45,0,0,0,4.399
523667,4700513,4700516,9,45,0,0,1,6.875
523667,4700513,4700596,9,75,0,0,0,13.349
523667,4700513,4700596,9,75,0,0,1,17.358
523667,4700513,4726777,9,47,0,0,0,8.045
523667,4700513,4726777,9,47,0,0,1,10.001
523667,4700514,4700600,9,109,0,0,0,25.783
523667,4700514,4700600,9,109,0,0,1,21.048
523667,4700514,4725409,9,115,0,0,0,27.314
523667,4700514,4725409,9,115,0,0,1,28.027
523667,4700516,4700640,9,106,0,0,0,5.644
523667,4700516,4700640,9,106,0,0,1,8.986
523667,4700516,4700801,9,213,0,0,0,23.48
523667,4700516,4700801,9,213,0,0,1,36.752
523667,4700516,4726775,9,48,0,0,0,23.251
523667,4700516,4726775,9,48,0,0,1,6.67
523667,4700517,4700531,9,110,0,0,0,22.617
523667,4700517,4700531,9,110,0,0,1,22.856
523667,4700517,4725401,9,86,0,0,0,22.732
523667,4700517,4725401,9,86,0,0,1,16.715
523667,4700528,4700545,9,127,0,0,0,31.961
523667,4700528,4700545,9,127,0,0,1,27.049
523667,4700528,4700662,9,104,0,0,0,19.463
523667,4700528,4700662,9,104,0,0,1,19.463
523667,4700528,4721811,9,104,0,0,0,24.786
523667,4700528,4721811,9,104,0,0,1,21.587
523667,4700531,4722802,9,109,0,0,0,20.204
523667,4700531,4722802,9,109,0,0,1,29.619
523667,4700531,4725399,9,62,0,0,0,20.221
523667,4700531,4725399,9,62,0,0,1,12.601
523667,4700532,4700596,9,112,0,0,0,16.013
523667,4700532,4700596,9,112,0,0,1,22.21
523667,4700532,4726881,9,75,0,0,0,22.848
523667,4700532,4726881,9,75,0,0,1,13.932
523667,4700532,4726920,9,107,0,0,0,23.438
523667,4700532,4726920,9,107,0,0,1,22.839
523667,4700545,4700773,9,103,0,0,0,17.437
523667,4700545,4700773,9,103,0,0,1,30.672
523667,4700545,4725447,9,104,0,0,0,33.494
523667,4700545,4725447,9,104,0,0,1,19.143
523667,4700551,4727014,9,132,0,0,0,54.172
523667,4700551,4727014,9,132,0,0,1,18.307
523667,4700552,4700865,9,158,0,0,0,58.061
523667,4700552,4700865,9,158,0,0,1,47.622
523667,4700552,4721139,9,147,0,0,0,20.945
523667,4700552,4721139,9,147,0,0,1,28.342
523667,4700552,4725619,9,57,0,0,0,19.051
523667,4700552,4725619,9,57,0,0,1,11.643
523667,4700552,4725622,9,94,0,0,0,23.961
523667,4700552,4725622,9,94,0,0,1,3.89
523667,4700561,4726928,9,51,0,0,0,15.583
523667,4700561,4726928,9,51,0,0,1,11.212
523667,4700561,4727010,9,121,0,0,0,19.948
523667,4700561,4727010,9,121,0,0,1,33.81
523667,4700565,4700577,9,110,0,0,0,25.389
523667,4700565,4700577,9,110,0,0,1,28.608
523667,4700565,4700792,9,102,0,0,0,18.582
523667,4700565,4700792,9,102,0,0,1,24.852
523667,4700565,4725448,9,97,0,0,0,23.053
523667,4700565,4725448,9,97,0,0,1,19.908
523667,4700567,4700569,9,102,0,0,0,29.488
523667,4700567,4700569,9,102,0,0,1,19.926
523667,4700567,4700600,9,22,0,0,0,3.073
523667,4700567,4700600,9,22,0,0,1,4.482
523667,4700569,4721350,5,44,6,5,1,7.512
523667,4700569,4725413,5,110,6,4,0,34.676
523667,4700577,4700584,9,108,0,0,0,25.936
523667,4700577,4700584,9,108,0,0,1,24.722
523667,4700577,4700808,9,99,0,0,0,26.182
523667,4700577,4700808,9,99,0,0,1,26.97
523667,4700584,4700594,9,111,0,0,0,55.347
523667,4700584,4700594,9,111,0,0,1,38.337
523667,4700584,4700834,9,102,0,0,0,23.191
523667,4700584,4700834,9,102,0,0,1,22.472
523667,4700594,4700608,9,110,0,0,0,53.415
523667,4700594,4700608,9,110,0,0,1,57.81
523667,4700594,4700850,9,105,0,0,0,28.957
523667,4700594,4700850,9,105,0,0,1,35.664
523667,4700596,4700640,9,60,0,0,0,8.779
523667,4700596,4700640,9,60,0,0,1,6.387
523667,4700596,4726916,9,93,0,0,0,27.681
523667,4700596,4726916,9,93,0,0,1,24.937
523667,4700597,4700644,9,84,0,0,0,4.936
523667,4700597,4700644,9,84,0,0,1,2.983
523667,4700597,4700771,9,84,0,0,0,2.116
523667,4700597,4700771,9,84,0,0,1,1.822
523667,4700600,4725411,9,68,0,0,0,8.858
523667,4700600,4725411,9,68,0,0,1,9.299
523667,4700600,4725413,9,134,0,0,0,65.095
523667,4700600,4725413,9,134,0,0,1,21.091
523667,4700608,4700612,9,102,0,0,0,55.278
523667,4700608,4700612,9,102,0,0,1,25.156
523667,4700608,4700864,9,107,0,0,0,25.456
523667,4700608,4700864,9,107,0,0,1,36.214
523667,4700612,4700616,9,109,0,0,0,40.301
523667,4700612,4700616,9,109,0,0,1,49.549
523667,4700612,4700881,9,109,0,0,0,26.467
523667,4700612,4700881,9,109,0,0,1,64.449
523667,4700616,4700889,9,109,0,0,0,29.37
523667,4700616,4700889,9,109,0,0,1,32.677
523667,4700616,4725657,9,94,0,0,0,51.695
523667,4700616,4725657,9,94,0,0,1,33.945
523667,4700631,4700816,9,94,0,0,0,19.771
523667,4700631,4700816,9,94,0,0,1,26.485
523667,4700631,4700833,5,50,6,4,0,13.027
523667,4700631,4725616,5,145,6,5,1,26.546
523667,4700633,4701026,7,106,6,4,0,20.339
523667,4700633,4721378,7,108,6,5,1,17.899
523667,4700633,4725664,9,111,0,0,0,55.058
523667,4700633,4725664,9,111,0,0,1,40.672
523667,4700640,4700801,9,55,0,0,0,8.983
523667,4700640,4700801,9,55,0,0,1,6.989
523667,4700642,4700770,9,137,0,0,0,49.534
523667,4700642,4700770,9,137,0,0,1,52.062
523667,4700642,4701032,7,108,6,5,1,15.809
523667,4700642,4725603,7,192,6,4,0,39.062
523667,4700644,4726889,9,26,0,0,0,1.722
523667,4700644,4726889,9,26,0,0,1,3.814
523667,4700646,4700649,9,76,0,0,0,12.858
523667,4700646,4700649,9,76,0,0,1,14.938
523667,4700646,4700662,9,135,0,0,0,18.486
523667,4700646,4700662,9,135,0,0,1,26.352
523667,4700646,4725429,9,90,0,0,0,29.218
523667,4700646,4725429,9,90,0,0,1,22.177
523667,4700649,4700661,9,37,0,0,0,6.099
523667,4700649,4700661,9,37,0,0,1,7.39
523667,4700649,4725425,9,79,0,0,0,18.358
523667,4700649,4725425,9,79,0,0,1,21.545
523667,4700658,4700873,9,60,0,0,0,14.473
523667,4700658,4700873,9,60,0,0,1,11.294
523667,4700658,4725640,9,112,0,0,0,47.159
523667,4700658,4725640,9,112,0,0,1,20.105
523667,4700658,4726439,9,150,0,0,0,32.731
523667,4700658,4726439,9,150,0,0,1,37.889
523667,4700661,4700818,9,140,0,0,0,40.555
523667,4700661,4700818,9,140,0,0,1,24.586
523667,4700661,4725417,9,66,0,0,0,13.808
523667,4700661,4725417,9,66,0,0,1,17.338
523667,4700662,4700773,9,128,0,0,0,22.367
523667,4700662,4700773,9,128,0,0,1,16.918
523667,4700662,4725431,9,95,0,0,0,19.258
523667,4700662,4725431,9,95,0,0,1,20.419
523667,4700770,4700786,9,136,0,0,0,26.657
523667,4700770,4700786,9,136,0,0,1,43.119
523667,4700770,4701043,9,104,0,0,0,28.799
523667,4700770,4701043,9,104,0,0,1,29.421
523667,4700770,4725605,9,192,0,0,0,82.73
523667,4700770,4725605,9,192,0,0,1,40.147
523667,4700771,4700838,9,96,0,0,0,2.576
523667,4700771,4700838,9,96,0,0,1,4.702
523667,4700771,4700870,9,64,0,0,0,5.254
523667,4700771,4700870,9,64,0,0,1,1.881
523667,4700773,4725441,9,101,0,0,0,13.451
523667,4700773,4725441,9,101,0,0,1,22.176
523667,4700773,4725449,9,100,0,0,0,29.923
523667,4700773,4725449,9,100,0,0,1,12.72
523667,4700786,4700816,9,144,0,0,0,24.768
523667,4700786,4700816,9,144,0,0,1,21.541
523667,4700786,4700919,9,70,0,0,0,14.883
523667,4700786,4700919,9,70,0,0,1,14.254
523667,4700792,4700808,9,107,0,0,0,19.94
523667,4700792,4700808,9,107,0,0,1,21.998
523667,4700792,4725456,9,97,0,0,0,23.038
523667,4700792,4725456,9,97,0,0,1,14.479
523667,4700792,4725465,9,105,0,0,0,23.393
523667,4700792,4725465,9,105,0,0,1,19.935
523667,4700801,4700836,9,23,0,0,0,3.567
523667,4700801,4700836,9,23,0,0,1,3.525
523667,4700808,4700834,9,111,0,0,0,23.167
523667,4700808,4700834,9,111,0,0,1,21.61
523667,4700808,4725473,9,110,0,0,0,25.096
523667,4700808,4725473,9,110,0,0,1,29.076
523667,4700816,4700821,9,24,0,0,0,5.949
523667,4700816,4700821,9,24,0,0,1,5.051
523667,4700816,4700919,9,159,0,0,0,28.136
523667,4700816,4700919,9,159,0,0,1,31.665
523667,4700816,4725607,9,198,0,0,0,58.36
523667,4700816,4725607,9,198,0,0,1,49.173
523667,4700818,4725414,9,38,0,0,0,14.318
523667,4700818,4725414,9,38,0,0,1,7.09
523667,4700821,4700833,9,56,0,0,0,28.993
523667,4700821,4700833,9,56,0,0,1,10.555
523667,4700821,4701128,9,131,0,0,0,28.989
523667,4700821,4701128,9,131,0,0,1,27.374
523667,4700833,4721141,5,24,0,0,0,6.909
523667,4700833,4721141,5,24,0,0,1,5.38
523667,4700833,4726434,5,208,6,4,0,50.411
523667,4700834,4700850,9,110,0,0,0,39.29
523667,4700834,4700850,9,110,0,0,1,26.653
523667,4700834,4725475,9,109,0,0,0,44.155
523667,4700834,4725475,9,109,0,0,1,30.015
523667,4700835,4700839,9,73,0,0,0,12.189
523667,4700835,4700839,9,73,0,0,1,17.374
523667,4700835,4725649,9,126,0,0,0,45.414
523667,4700835,4725649,9,126,0,0,1,27.281
523667,4700835,4726760,9,206,0,0,0,53.782
523667,4700835,4726760,9,206,0,0,1,39.053
523667,4700836,4726773,9,222,0,0,0,51.987
523667,4700836,4726773,9,222,0,0,1,33.016
523667,4700836,4726914,9,51,0,0,0,7.271
523667,4700836,4726914,9,51,0,0,1,7.201
523667,4700838,4700920,9,71,0,0,0,2.678
523667,4700838,4700920,9,71,0,0,1,13.786
523667,4700838,4728961,9,54,0,0,0,14.559
523667,4700838,4728961,9,54,0,0,1,3.965
523667,4700839,4700853,9,89,0,0,0,11.334
523667,4700839,4700853,9,89,0,0,1,27.482
523667,4700839,4701153,9,134,0,0,0,12.542
523667,4700839,4701153,9,134,0,0,1,10.958
523667,4700848,4700865,9,111,0,0,0,22.324
523667,4700848,4700865,9,111,0,0,1,24.286
523667,4700848,4701159,9,148,0,0,0,23.133
523667,4700848,4701159,9,148,0,0,1,32.495
523667,4700848,4721141,9,72,0,0,0,36.631
523667,4700848,4721141,9,72,0,0,1,12.852
523667,4700850,4700864,9,110,0,0,0,22.701
523667,4700850,4700864,9,110,0,0,1,41.06
523667,4700850,4725477,9,108,0,0,0,50.84
523667,4700850,4725477,9,108,0,0,1,37.571
523667,4700853,4700873,9,138,0,0,0,23.943
523667,4700853,4700873,9,138,0,0,1,19.814
523667,4700853,4701145,9,125,0,0,0,240.962
523667,4700853,4701145,9,125,0,0,1,10.027
523667,4700853,4725648,9,153,0,0,0,24.282
523667,4700853,4725648,9,153,0,0,1,45.077
523667,4700864,4700881,9,105,0,0,0,27.16
523667,4700864,4700881,9,105,0,0,1,23.414
523667,4700864,4725479,9,106,0,0,0,27.413
523667,4700864,4725479,9,106,0,0,1,28.865
523667,4700865,4700866,9,41,0,0,0,11.895
523667,4700865,4700866,9,41,0,0,1,7.778
523667,4700865,4701124,9,111,0,0,0,23.362
523667,4700865,4701124,9,111,0,0,1,29.708
523667,4700866,4700885,9,140,0,0,0,26.777
523667,4700866,4700885,9,140,0,0,1,27.549
523667,4700866,4701124,9,102,0,0,0,18.801
523667,4700866,4701124,9,102,0,0,1,26.743
523667,4700866,4725623,9,200,0,0,0,69.771
523667,4700866,4725623,9,200,0,0,1,42.339
523667,4700870,4700920,9,74,0,0,0,14.203
523667,4700870,4700920,9,74,0,0,1,1.246
523667,4700870,4726912,9,65,0,0,0,13.737
523667,4700870,4726912,9,65,0,0,1,5.552
523667,4700873,4701077,9,69,0,0,0,12.838
523667,4700873,4701077,9,69,0,0,1,16.736
523667,4700873,4726441,9,141,0,0,0,44.384
523667,4700873,4726441,9,141,0,0,1,32.739
523667,4700881,4700889,9,111,0,0,0,23.213
523667,4700881,4700889,9,111,0,0,1,27.159
523667,4700881,4725481,9,107,0,0,0,35.192
523667,4700881,4725481,9,107,0,0,1,42.162
523667,4700885,4701120,9,88,0,0,0,21.196
523667,4700885,4701120,9,88,0,0,1,12.087
523667,4700885,4725625,9,212,0,0,0,41.287
523667,4700885,4725625,9,212,0,0,1,46.029
523667,4700885,4726440,9,70,0,0,0,25.582
523667,4700885,4726440,9,70,0,0,1,10.592
523667,4700889,4725489,9,106,0,0,0,23.768
523667,4700889,4725489,9,106,0,0,1,28.08
523667,4700889,4725665,9,90,0,0,0,29.472
523667,4700889,4725665,9,90,0,0,1,25.335
523667,4700919,4701043,9,142,0,0,0,30.635
523667,4700919,4701043,9,142,0,0,1,30.522
523667,4700919,4701107,9,67,0,0,0,14.087
523667,4700919,4701107,9,67,0,0,1,11.083
523667,4700920,4726904,9,50,0,0,0,4.183
523667,4700920,4726904,9,50,0,0,1,9.798
523667,4701026,4725666,9,111,0,0,0,42.7
523667,4701026,4725666,9,111,0,0,1,34.06
523667,4701026,4726416,7,107,6,4,0,25.314
523667,4701032,4701043,9,135,0,0,0,28.512
523667,4701032,4701043,9,135,0,0,1,39.831
523667,4701032,4726418,7,107,6,5,1,19.301
523667,4701043,4701095,9,33,0,0,0,12.696
523667,4701043,4701095,9,33,0,0,1,7.434
523667,4701077,4701088,9,73,0,0,0,14.493
523667,4701077,4701088,9,73,0,0,1,9.213
523667,4701077,4726754,9,125,0,0,0,44.409
523667,4701077,4726754,9,125,0,0,1,20.626
523667,4701088,4726449,9,66,0,0,0,14.161
523667,4701088,4726449,9,66,0,0,1,9.906
523667,4701088,4726752,9,120,0,0,0,25.665
523667,4701088,4726752,9,120,0,0,1,20.002
523667,4701095,4701107,9,137,0,0,0,29.346
523667,4701095,4701107,9,137,0,0,1,24.951
523667,4701095,4726420,9,78,0,0,0,41.03
523667,4701095,4726420,9,78,0,0,1,15.663
523667,4701107,4701128,9,169,0,0,0,44.855
523667,4701107,4701128,9,169,0,0,1,27.867
523667,4701107,4726422,9,76,0,0,0,24.266
523667,4701107,4726422,9,76,0,0,1,14.285
523667,4701120,4701124,9,166,0,0,0,39.858
523667,4701120,4701124,9,166,0,0,1,46.315
523667,4701120,4726408,9,98,0,0,0,32.168
523667,4701120,4726408,9,98,0,0,1,11.476
523667,4701120,4726450,9,44,0,0,0,10.387
523667,4701120,4726450,9,44,0,0,1,11.035
523667,4701124,4701159,9,97,0,0,0,20.308
523667,4701124,4701159,9,97,0,0,1,15.736
523667,4701124,4726402,9,94,0,0,0,36.95
523667,4701124,4726402,9,94,0,0,1,17.239
523667,4701128,4726432,9,79,0,0,0,17.478
523667,4701128,4726432,9,79,0,0,1,12.356
523667,4701145,4701153,9,92,0,0,0,6.678
523667,4701145,4701153,9,92,0,0,1,7.632
523667,4701145,4701161,9,16,0,0,0,5.379
523667,4701145,4701161,9,16,0,0,1,3.831
523667,4701153,4726758,9,70,0,0,0,3.008
523667,4701153,4726758,9,70,0,0,1,5.92
523667,4701159,4726400,9,72,0,0,0,13.843
523667,4701159,4726400,9,72,0,0,1,18.943
523667,4701161,4726756,9,59,0,0,0,26.542
523667,4701161,4726756,9,59,0,0,1,13.772
523667,4717191,4717200,9,13,0,0,0,1.984
523667,4717191,4717200,9,13,0,0,1,3.101
523667,4717192,4717202,9,44,0,0,0,14.691
523667,4717192,4717202,9,44,0,0,1,11.541
523667,4717202,4725621,9,67,0,0,0,15.826
523667,4717202,4725621,9,67,0,0,1,1.237
523667,4717202,4725624,9,46,0,0,0,16.165
523667,4717202,4725624,9,46,0,0,1,8.537
523667,4721127,4725608,5,47,6,4,0,15.091
523667,4721128,4725609,5,48,6,5,1,12.422
523667,4721139,4721141,5,59,6,5,1,10.429
523667,4721139,4725617,5,136,6,4,0,45.895
523667,4721141,4721142,5,23,6,5,1,4.116
523667,4721142,4726436,5,184,6,5,1,32.86
523667,4721376,4721377,9,139,0,0,0,39.584
523667,4721376,4721377,9,139,0,0,1,30.359
523667,4721376,4722793,9,20,0,0,0,4.733
523667,4721376,4722793,9,20,0,0,1,4.562
523667,4721376,4722806,9,65,0,0,0,11.842
523667,4721376,4722806,9,65,0,0,1,13.029
523667,4721377,4722807,9,17,0,0,0,8.448
523667,4721377,4722807,9,17,0,0,1,3.846
523667,4721378,4725601,7,82,6,5,1,15.155
523667,4721378,4725656,9,112,0,0,0,50.437
523667,4721378,4725656,9,112,0,0,1,35.212
523667,4721811,4721812,9,138,0,0,0,28.731
523667,4721811,4721812,9,138,0,0,1,28.981
523667,4722791,4722793,4,114,6,4,0,43.175
523667,4722792,4722800,4,108,6,5,1,32.339
523667,4722793,4722800,4,17,0,0,0,4.707
523667,4722793,4722800,4,17,0,0,1,3.635
523667,4722793,4722801,4,25,6,4,0,11.318
523667,4722800,4722802,4,18,6,5,1,2.707
523667,4722801,4722802,4,15,0,0,0,5.189
523667,4722801,4722802,4,15,0,0,1,4.757
523667,4722801,4722803,4,39,6,4,0,21.761
523667,4722802,4722804,4,45,6,5,1,7.221
523667,4722803,4722804,4,16,6,5,1,5.251
523667,4722803,4722805,4,15,6,4,0,7.646
523667,4722803,4722806,7,91,4,4,0,36.66
523667,4722804,4722805,4,15,0,5,1,5.253
523667,4722804,4725397,4,39,6,5,1,10.963
523667,4722805,4722808,7,99,4,5,1,17.357
523667,4722805,4725398,4,44,6,4,0,10.891
523667,4722806,4722807,7,17,4,0,0,3.594
523667,4722806,4722807,7,17,4,0,1,8.234
523667,4722806,4722808,7,20,0,5,1,5.504
523667,4722807,4722808,7,19,0,4,0,6.865
523667,4725397,4725399,4,59,6,5,1,9.431
523667,4725398,4725400,4,59,6,4,0,12.228
523667,4725399,4725400,4,17,0,0,0,4.357
523667,4725399,4725400,4,17,0,0,1,4.631
523667,4725399,4725401,4,114,6,5,1,15.216
523667,4725400,4725408,4,114,6,4,0,20.643
523667,4725401,4725408,4,17,0,0,0,4.271
523667,4725401,4725408,4,17,0,0,1,7.208
523667,4725401,4725409,4,63,6,5,1,11.053
523667,4725408,4725410,4,62,6,4,0,11.739
523667,4725409,4725410,4,17,0,0,0,5.391
523667,4725409,4725410,4,17,0,0,1,7.001
523667,4725409,4725411,4,92,6,5,1,11.799
523667,4725410,4725412,4,92,6,4,0,24.554
523667,4725411,4725413,4,102,6,5,1,13.177
523667,4725412,4725415,4,102,6,4,0,55.953
523667,4725413,4725414,4,18,6,5,1,2.399
523667,4725413,4725415,4,15,0,4,0,2.483
523667,4725414,4725416,4,15,0,5,1,3.28
523667,4725414,4729559,4,76,6,5,1,33.449
523667,4725415,4725416,4,17,6,4,0,2.852
523667,4725416,4729558,4,76,6,4,0,11.969
523667,4725417,4725424,4,17,0,0,0,5.74
523667,4725417,4725424,4,17,0,0,1,7.16
523667,4725417,4725425,4,38,6,5,1,5.215
523667,4725417,4729559,4,111,6,4,0,28.099
523667,4725424,4725426,4,34,6,4,0,8.576
523667,4725424,4729558,4,113,6,5,1,22.497
523667,4725425,4725426,4,15,0,0,0,3.122
523667,4725425,4725426,4,15,0,0,1,11.086
523667,4725425,4725427,4,19,6,5,1,2.722
523667,4725426,4725428,4,21,6,4,0,3.265
523667,4725427,4725428,4,15,0,0,0,2.894
523667,4725427,4725428,4,15,0,0,1,2.718
523667,4725427,4725429,4,61,6,5,1,9.445
523667,4725428,4725430,4,63,6,4,0,9.477
523667,4725429,4725430,4,15,0,0,0,4.798
523667,4725429,4725430,4,15,0,0,1,3.354
523667,4725429,4729561,4,90,6,5,1,16.687
523667,4725430,4729560,4,86,6,4,0,10.105
523667,4725431,4725432,4,15,0,0,0,3.751
523667,4725431,4725432,4,15,0,0,1,3.184
523667,4725431,4725433,4,32,6,5,1,2.831
523667,4725431,4729561,4,29,6,4,0,2.849
523667,4725432,4725440,4,31,6,4,0,3.905
523667,4725432,4729560,4,29,6,5,1,3.279
523667,4725433,4725440,4,15,0,0,0,4.859
523667,4725433,4725440,4,15,0,0,1,2.107
